region,province,congressional_district,no_name,name_of_institution,classification_of_institution,address,contact_number,sector,course_registered_program,duration,status
V,Camarines Sur,3rd,2719,"WRI Colleges-Metro Naga, Inc.",TVI,"National Highway, Concepcion Grande, Naga City",None,TVET,Trainers Methodology ™ Level 1,264 hours,WTR
V,Sorsogon,2nd,2720,"A.G. Villaroya Technological Foundation Institute, Inc. ",TVI,"Loilo St., Zone 5, Bulan, Sorsogon",(056) 4111659,Electrical & Electronics,Electrical Installation & Maintenance NC II,402 Hrs.,WTR
V,Sorsogon,2nd,2720,"A.G. Villaroya Technological Foundation Institute, Inc. ",TVI,"Loilo St., Zone 5, Bulan, Sorsogon",(056) 4111659,Automotive and Land Transportation,Automotive Electrical Assembly NC II,143 Hrs.,WTR
V,Sorsogon,2nd,2720,"A.G. Villaroya Technological Foundation Institute, Inc. ",TVI,"Loilo St., Zone 5, Bulan, Sorsogon",(056) 4111659,Automotive and Land Transportation,Driving NC II,118 Hrs.,WTR
V,Sorsogon,2nd,2720,"A.G. Villaroya Technological Foundation Institute, Inc. ",TVI,"Loilo St., Zone 5, Bulan, Sorsogon",(056) 4111659,ICT,Programming NC IV,252 Hours,WTR
V,Sorsogon,2nd,2720,"A.G. Villaroya Technological Foundation Institute, Inc. ",TVI,"Loilo St., Zone 5, Bulan, Sorsogon",(056) 4111659,ICT,Programming NC IV,"1,314 Hours",WTR
V,Sorsogon,2nd,2720,"A.G. Villaroya Technological Foundation Institute, Inc. ",TVI,"Loilo St., Zone 5, Bulan, Sorsogon",(056) 4111659,Electrical & Electronics,Computer Systems Servicing NC II,280 hours,WTR
V,Sorsogon,2nd,2720,"A.G. Villaroya Technological Foundation Institute, Inc. ",TVI,"Loilo St., Zone 5, Bulan, Sorsogon",(056) 4111659,Automotive and Land Transportation,Automotive Servicing NC I,156 hours,WTR
V,Sorsogon,2nd,2720,"A.G. Villaroya Technological Foundation Institute, Inc. ",TVI,"Loilo St., Zone 5, Bulan, Sorsogon",(056) 4111659,Automotive and Land Transportation,Automotive Servicing NC II,676 hours,WTR
V,Sorsogon,2nd,2721,Bulusan National Vocational Technical School,TESDA Technology Institution,"Bamban, Lower San Jose, Bulusan, Sorsogon",9306932323,"Agriculture, Forestry and Fishery",Horticulture NC II,"1,440 Hrs.",WTR
V,Sorsogon,2nd,2721,Bulusan National Vocational Technical School,TESDA Technology Institution,"Bamban, Lower San Jose, Bulusan, Sorsogon",9306932323,Human Health/Health Care,Massage Therapy NC II,560 Hours,WTR
V,Sorsogon,2nd,2721,Bulusan National Vocational Technical School,TESDA Technology Institution,"Bamban, Lower San Jose, Bulusan, Sorsogon",9306932323,Construction,Carpentry NC II,200 Hours,WTR
V,Sorsogon,2nd,2721,Bulusan National Vocational Technical School,TESDA Technology Institution,"Bamban, Lower San Jose, Bulusan, Sorsogon",9306932323,Garments,Dressmaking NC II,275 Hours,WTR
V,Sorsogon,2nd,2721,Bulusan National Vocational Technical School,TESDA Technology Institution,"Bamban, Lower San Jose, Bulusan, Sorsogon",9306932323,Garments,Tailoring NC II,275 Hours,WTR
V,Sorsogon,2nd,2721,Bulusan National Vocational Technical School,TESDA Technology Institution,"Bamban, Lower San Jose, Bulusan, Sorsogon",9306932323,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC II,304 Hours,WTR
V,Sorsogon,2nd,2721,Bulusan National Vocational Technical School,TESDA Technology Institution,"Bamban, Lower San Jose, Bulusan, Sorsogon",9306932323,Construction,Masonry NC II,258 hours,WTR
V,Sorsogon,2nd,2721,Bulusan National Vocational Technical School,TESDA Technology Institution,"Bamban, Lower San Jose, Bulusan, Sorsogon",9306932323,Construction,Tile Setting NC II,82 Hrs.,WTR
V,Sorsogon,2nd,2721,Bulusan National Vocational Technical School,TESDA Technology Institution,"Bamban, Lower San Jose, Bulusan, Sorsogon",9306932323,Construction,Reinforced Steel Bar Installation NC II,162 Hours,WTR
V,Sorsogon,2nd,2721,Bulusan National Vocational Technical School,TESDA Technology Institution,"Bamban, Lower San Jose, Bulusan, Sorsogon",9306932323,Construction,Carpentry NC II - Mobile Training Program,258 hours,WTR
V,Sorsogon,2nd,2721,Bulusan National Vocational Technical School,TESDA Technology Institution,"Bamban, Lower San Jose, Bulusan, Sorsogon",9306932323,Construction,Masonry NC II - Mobile Training Program,258 hours,WTR
V,Sorsogon,2nd,2721,Bulusan National Vocational Technical School,TESDA Technology Institution,"Bamban, Lower San Jose, Bulusan, Sorsogon",9306932323,Construction,Reinforced Steel Bar Installation NC II - Mobile Training Program,162 hours,WTR
V,Sorsogon,2nd,2721,Bulusan National Vocational Technical School,TESDA Technology Institution,"Bamban, Lower San Jose, Bulusan, Sorsogon",9306932323,Construction,Scaffold Erection NC II,162 Hours,WTR
V,Sorsogon,2nd,2722,Bulusan National Vocational Technical School,TESDA Technology Institution,"San Jose, Bulusan, Sorsogon",None,Automotive and Land Transportation,Driving NC II,118 Hrs.,WTR
V,Sorsogon,2nd,2721,Bulusan National Vocational Technical School,TESDA Technology Institution,"Bamban, Lower San Jose, Bulusan, Sorsogon",9306932323,Construction,Construction Painting NC II,166 Hrs.,WTR
V,Sorsogon,2nd,2721,Bulusan National Vocational Technical School,TESDA Technology Institution,"Bamban, Lower San Jose, Bulusan, Sorsogon",9306932323,Tourism,Bread & Pastry Production NC II,141 hours,WTR
V,Sorsogon,2nd,2721,Bulusan National Vocational Technical School,TESDA Technology Institution,"Bamban, Lower San Jose, Bulusan, Sorsogon",9306932323,Electrical & Electronics,Electrical Installation & Maintenance NC II,603 hours,WTR
V,Sorsogon,2nd,2722,Bulusan National Vocational Technical School,TESDA Technology Institution,"San Jose, Bulusan, Sorsogon",None,"Agriculture, Forestry and Fishery",Animal Production NC II,"1,290 hours",WTR
V,Sorsogon,2nd,2722,Bulusan National Vocational Technical School,TESDA Technology Institution,"San Jose, Bulusan, Sorsogon",None,Processed Food and Beverages,Food Processing NC II,852 hours,WTR
V,Sorsogon,2nd,2721,Bulusan National Vocational Technical School,TESDA Technology Institution,"Bamban, Lower San Jose, Bulusan, Sorsogon",9306932323,Automotive and Land Transportation,Motorcycle/Small Engine Servicing NC II,278 hours,WTR
V,Sorsogon,2nd,2721,Bulusan National Vocational Technical School,TESDA Technology Institution,"Bamban, Lower San Jose, Bulusan, Sorsogon",9306932323,TVET,Trainers Methodology ™ Level 1,264 hours,WTR
V,Sorsogon,2nd,2721,Bulusan National Vocational Technical School,TESDA Technology Institution,"Bamban, Lower San Jose, Bulusan, Sorsogon",9306932323,"Agriculture, Forestry and Fishery",Horticulture NC III,445 hours,WTR
V,Sorsogon,2nd,2721,Bulusan National Vocational Technical School,TESDA Technology Institution,"Bamban, Lower San Jose, Bulusan, Sorsogon",9306932323,Processed Food and Beverages,Slaughtering Operations NC II,280 hours,WTR
V,Sorsogon,2nd,2721,Bulusan National Vocational Technical School,TESDA Technology Institution,"Bamban, Lower San Jose, Bulusan, Sorsogon",9306932323,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC I,268 hours,WTR
V,Sorsogon,2nd,2721,Bulusan National Vocational Technical School,TESDA Technology Institution,"Bamban, Lower San Jose, Bulusan, Sorsogon",9306932323,Tourism,Commercial Cooking NC III,244 hours,WTR
V,Sorsogon,2nd,2721,Bulusan National Vocational Technical School,TESDA Technology Institution,"Bamban, Lower San Jose, Bulusan, Sorsogon",9306932323,Tourism,Cookery NC II,316 hours,WTR
V,Sorsogon,2nd,2721,Bulusan National Vocational Technical School,TESDA Technology Institution,"Bamban, Lower San Jose, Bulusan, Sorsogon",9306932323,Tourism,Food & Beverage Services NC II,356 hours,WTR
V,Sorsogon,2nd,2721,Bulusan National Vocational Technical School,TESDA Technology Institution,"Bamban, Lower San Jose, Bulusan, Sorsogon",9306932323,Tourism,Food & Beverage Services NC II - Mobile Training Program,356 hours,WTR
V,Sorsogon,2nd,2721,Bulusan National Vocational Technical School,TESDA Technology Institution,"Bamban, Lower San Jose, Bulusan, Sorsogon",9306932323,Social Community Dev't. & Other Services,Hairdressing NC II,"1,096 hours",WTR
V,Sorsogon,2nd,2721,Bulusan National Vocational Technical School,TESDA Technology Institution,"Bamban, Lower San Jose, Bulusan, Sorsogon",9306932323,Human Health/Health Care,Hilot (Wellness Massage) NC II,120 hours,WTR
V,Sorsogon,2nd,2721,Bulusan National Vocational Technical School,TESDA Technology Institution,"Bamban, Lower San Jose, Bulusan, Sorsogon",9306932323,Automotive and Land Transportation,Automotive Servicing NC I,156 hours,WTR
V,Sorsogon,2nd,2721,Bulusan National Vocational Technical School,TESDA Technology Institution,"Bamban, Lower San Jose, Bulusan, Sorsogon",9306932323,Automotive and Land Transportation,Automotive Servicing NC I - Mobile Training Program,156 hours,WTR
V,Sorsogon,2nd,2723,"Data Base Technology Computer School, Inc.",TVI,"Roxas St., Gubat, Sorsogon",9202414022,ICT,Programming NC IV,"1,038 Hours",WTR
V,Sorsogon,2nd,2723,"Data Base Technology Computer School, Inc.",TVI,"Roxas St., Gubat, Sorsogon",9202414022,Electrical & Electronics,Computer Systems Servicing NC II,280 hours,WTR
V,Sorsogon,2nd,2723,"Data Base Technology Computer School, Inc.",TVI,"Roxas St., Gubat, Sorsogon",9202414022,Electrical & Electronics,Electronics Products Assembly and Servicing NC II,260 hours,WTR
V,Sorsogon,1st,2724,"Meriam College of Technology, Inc. (formerly: Onda Technology Training Center, Inc.)",TVI,"2098 2/F Arevalo Bldg., Burgos St., Burabod, Sorsogon City",(052) 480-3682,Electrical & Electronics,Electronics Products Assembly and Servicing NC II,260 hours,WTR
V,Sorsogon,1st,2724,"Meriam College of Technology, Inc. (formerly: Onda Technology Training Center, Inc.)",TVI,"2098 2/F Arevalo Bldg., Burgos St., Burabod, Sorsogon City",(052) 480-3682,Electrical & Electronics,Computer Systems Servicing NC II,280 hours,WTR
V,Camarines Norte,2nd,2725,"St. Francis Caracciolo Culinary Academy, Inc.",TVI,"KM. 333, Maharlika Highway, Sto. Domingo, Vinzons, Camarines Norte",None,Tourism,Bread & Pastry Production NC II,141 hours,WTR
V,Camarines Norte,2nd,2725,"St. Francis Caracciolo Culinary Academy, Inc.",TVI,"KM. 333, Maharlika Highway, Sto. Domingo, Vinzons, Camarines Norte",None,Tourism,Food & Beverage Services NC II,356 hours,WTR
V,Camarines Norte,2nd,2725,"St. Francis Caracciolo Culinary Academy, Inc.",TVI,"KM. 333, Maharlika Highway, Sto. Domingo, Vinzons, Camarines Norte",None,Tourism,Cookery NC II,316 hours,WTR
V,Camarines Norte,2nd,2725,"St. Francis Caracciolo Culinary Academy, Inc.",TVI,"KM. 333, Maharlika Highway, Sto. Domingo, Vinzons, Camarines Norte",None,Tourism,Housekeeping NC II,436 hours,WTR
V,Sorsogon,1st,2693,"Sorsogon Our Lady of Salvation College, Inc. (formerly: Asian College of Science & Technology Foundation, Inc.)",HEI,"F.J. Nicolas St., Balogo, Sorsogon City",(056) 2114856,Human Health/Health Care,Caregiving NC II,6 months,WTR
V,Sorsogon,1st,2693,"Sorsogon Our Lady of Salvation College, Inc. (formerly: Asian College of Science & Technology Foundation, Inc.)",HEI,"F.J. Nicolas St., Balogo, Sorsogon City",(056) 2114856,Human Health/Health Care,Health Care Services NC II,"1,008 houtd",WTR
V,Sorsogon,1st,2693,"Sorsogon Our Lady of Salvation College, Inc. (formerly: Asian College of Science & Technology Foundation, Inc.)",HEI,"F.J. Nicolas St., Balogo, Sorsogon City",(056) 2114856,Human Health/Health Care,Hilot (Wellness Massage) NC II,120 hours,WTR
V,Sorsogon,1st,2693,"Sorsogon Our Lady of Salvation College, Inc. (formerly: Asian College of Science & Technology Foundation, Inc.)",HEI,"F.J. Nicolas St., Balogo, Sorsogon City",(056) 2114856,Automotive and Land Transportation,Driving NC II,120 hours,WTR
V,Sorsogon,1st,2693,"Sorsogon Our Lady of Salvation College, Inc. (formerly: Asian College of Science & Technology Foundation, Inc.)",HEI,"F.J. Nicolas St., Balogo, Sorsogon City",(056) 2114856,Tourism,Front Office Services NC II,635 hours,WTR
V,Sorsogon,1st,2693,"Sorsogon Our Lady of Salvation College, Inc. (formerly: Asian College of Science & Technology Foundation, Inc.)",HEI,"F.J. Nicolas St., Balogo, Sorsogon City",(056) 2114856,Tourism,Food & Beverage Services NC II,356 hours,WTR
V,Sorsogon,1st,2693,"Sorsogon Our Lady of Salvation College, Inc. (formerly: Asian College of Science & Technology Foundation, Inc.)",HEI,"F.J. Nicolas St., Balogo, Sorsogon City",(056) 2114856,Tourism,Cookery NC II,316 hours,WTR
V,Sorsogon,2nd,2726,"Veritas College of Irosin, Inc.",HEI,"San Julian, Irosin, Sorsogon",None,Electrical & Electronics,Electrical Installation & Maintenance NC II,882 hours,WTR
V,Sorsogon,1st,2727,"Belen B. Francisco Foundation, Inc. - Sorsogon",TVI,"J.B. Alegre St., Salog, Sorsogon City",None,Tourism,Front Office Services NC II,436 hours,WTR
V,Sorsogon,1st,2727,"Belen B. Francisco Foundation, Inc. - Sorsogon",TVI,"J.B. Alegre St., Salog, Sorsogon City",None,Human Health/Health Care,Barangay Health Services NC II,560 Hrs.,WTR
V,Sorsogon,1st,2727,"Belen B. Francisco Foundation, Inc. - Sorsogon",TVI,"J.B. Alegre St., Salog, Sorsogon City",None,Tourism,Bread & Pastry Production NC II,141 hours,WTR
V,Sorsogon,1st,2727,"Belen B. Francisco Foundation, Inc. - Sorsogon",TVI,"J.B. Alegre St., Salog, Sorsogon City",None,Tourism,Food & Beverage Services NC II,356 hours,WTR
V,Albay,2nd,2536,Don Bosco Agro-Mechanical Technology Center (Legazpi) Inc.,TVI,"Banquerohan, Legazpi City",918-5557621,Construction,Industrial Motor Control,286 Hrs.,NTR
V,Albay,2nd,2536,Don Bosco Agro-Mechanical Technology Center (Legazpi) Inc.,TVI,"Banquerohan, Legazpi City",918-5557621,Social Community Dev't. & Other Services,Bookkeeping NC III,292 hours,WTR
V,Camarines Norte,1st,2582,"Sta. Elena (Cam. Norte) College, Inc.",HEI,"M. Roxas St., Poblacion, Sta. Elena, Camarines Norte",(054) 201-3688,Social Community Dev't. & Other Services,Bookkeeping NC III,1 year,WTR
V,Camarines Norte,1st,2582,"Sta. Elena (Cam. Norte) College, Inc.",HEI,"M. Roxas St., Poblacion, Sta. Elena, Camarines Norte",(054) 201-3688,Tourism,Housekeeping NC II,436 hours,WTR
V,Camarines Sur,3rd,2728,Regional Training Center - V (Pili),TESDA Technology Institution,"San Jose, Pili, Camarines Sur",(054) 477-7204 / 361-2788,Electrical & Electronics,Electrical Installation & Maintenance NC II,402 hours,WTR
V,Camarines Sur,3rd,2728,Regional Training Center - V (Pili),TESDA Technology Institution,"San Jose, Pili, Camarines Sur",(054) 477-7204 / 361-2788,Automotive and Land Transportation,Automotive Servicing NC I,450 hours,WTR
V,Camarines Sur,3rd,2728,Regional Training Center - V (Pili),TESDA Technology Institution,"San Jose, Pili, Camarines Sur",(054) 477-7204 / 361-2788,TVET,Trainers Methodology ™ Level 1,264 hours,WTR
V,Camarines Sur,3rd,2728,Regional Training Center - V (Pili),TESDA Technology Institution,"San Jose, Pili, Camarines Sur",(054) 477-7204 / 361-2788,Electrical & Electronics,Electronics Products Assembly and Servicing NC II,260 hours,WTR
V,Camarines Sur,3rd,2728,Regional Training Center - V (Pili),TESDA Technology Institution,"San Jose, Pili, Camarines Sur",(054) 477-7204 / 361-2788,Construction,Masonry NC II,144 hours,WTR
V,Camarines Sur,3rd,2728,Regional Training Center - V (Pili),TESDA Technology Institution,"San Jose, Pili, Camarines Sur",(054) 477-7204 / 361-2788,Construction,Tile Setting NC II,82 hours,WTR
V,Camarines Sur,3rd,2728,Regional Training Center - V (Pili),TESDA Technology Institution,"San Jose, Pili, Camarines Sur",(054) 477-7204 / 361-2788,Automotive and Land Transportation,Automotive Servicing NC II,656 hours,WTR
V,Camarines Sur,3rd,2728,Regional Training Center - V (Pili),TESDA Technology Institution,"San Jose, Pili, Camarines Sur",(054) 477-7204 / 361-2788,Others (Language),English Language,100 hours,NTR
V,Masbate,2nd,2729,Aroroy Municipal College,TVI,"Aroroy,  Masbate",9089782057,Construction,Heavy Equipment Operation (Road Roller Operation) NC II,216 Hrs.,WTR
V,Masbate,2nd,2729,Aroroy Municipal College,TVI,"Aroroy,  Masbate",9089782057,Construction,Heavy Equipment Operation (Backhoe Loader) NC II,216 Hrs.,WTR
V,Masbate,2nd,2729,Aroroy Municipal College,TVI,"Aroroy,  Masbate",9089782057,Construction,Heavy Equipment Operation (Motor Grader) NC II,216 Hrs.,WTR
V,Masbate,2nd,2730,"Liceo de Masbate, Inc.",HEI,"Quezon St., Masbate City",9217764987,Tourism,Food & Beverage Services NC II,356 hours,WTR
V,Masbate,2nd,2730,"Liceo de Masbate, Inc.",HEI,"Quezon St., Masbate City",9217764987,Tourism,Bread & Pastry Production NC II,141 hours,WTR
V,Masbate,2nd,2612,"Masbate Central Technical Institute (MCTI), Inc.",TVI,"Brgy. F. Magallanes, Masbate City",9075619105,Automotive and Land Transportation,Driving NC II,118 Hrs.,WTR
V,Masbate,2nd,2612,"Masbate Central Technical Institute (MCTI), Inc.",TVI,"Brgy. F. Magallanes, Masbate City",9075619105,Electrical & Electronics,Electrical Installation & Maintenance NC II,402 hours,WTR
V,Masbate,2nd,2612,"Masbate Central Technical Institute (MCTI), Inc.",TVI,"Brgy. F. Magallanes, Masbate City",9075619105,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC I - Mobile Training Program,268 hours,WTR
V,Masbate,2nd,2612,"Masbate Central Technical Institute (MCTI), Inc.",TVI,"Brgy. F. Magallanes, Masbate City",9075619105,Electrical & Electronics,Electrical Installation & Maintenance NC III,396 hours,WTR
V,Masbate,2nd,2612,"Masbate Central Technical Institute (MCTI), Inc.",TVI,"Brgy. F. Magallanes, Masbate City",9075619105,Automotive and Land Transportation,Automotive Servicing NC I,156 hours,WTR
V,Masbate,2nd,2612,"Masbate Central Technical Institute (MCTI), Inc.",TVI,"Brgy. F. Magallanes, Masbate City",9075619105,Automotive and Land Transportation,Automotive Servicing NC II,676 hours,WTR
V,Masbate,2nd,2612,"Masbate Central Technical Institute (MCTI), Inc.",TVI,"Brgy. F. Magallanes, Masbate City",9075619105,Electrical & Electronics,Electronics Products Assembly and Servicing NC II,260 hours,WTR
V,Masbate,2nd,2612,"Masbate Central Technical Institute (MCTI), Inc.",TVI,"Brgy. F. Magallanes, Masbate City",9075619105,Electrical & Electronics,Electronics Products Assembly and Servicing NC II - Mobile Training Program,260 hours,WTR
V,Masbate,2nd,2612,"Masbate Central Technical Institute (MCTI), Inc.",TVI,"Brgy. F. Magallanes, Masbate City",9075619105,Automotive and Land Transportation,Automotive Servicing NC I - Mobile Training Program,156 hours,WTR
VI,Aklan,Lone-Kalibo,2731,"Aklan Sampaguita Gardens Academy, Inc.",TVI,"506 Rizal St., Poblacion, New Washington, Aklan",(036) 264-3422,Tourism,Food & Beverage Services NC II,356 hours,WTR
VI,Aklan,Lone,2732,Aklan State University,SUC,"Main Campus, Banga, Aklan",(036) 2677073,"Agriculture, Forestry and Fishery",Agricultural Crops Production NC I,302 hours,WTR
VI,Aklan,Lone,2732,Aklan State University,SUC,"Main Campus, Banga, Aklan",(036) 2677073,"Agriculture, Forestry and Fishery",Agricultural Crops Production NC II,336 Hours,WTR
VI,Aklan,Lone,2732,Aklan State University,SUC,"Main Campus, Banga, Aklan",(036) 2677073,"Agriculture, Forestry and Fishery",Agricultural Crops Production NC III,445 hours,WTR
